ClientID,Business_Size,Sales_M1,Sales_M2,Sales_M3,Sales_M4,Sales_M5,Sales_M6,Sales_M7,Sales_M8,Sales_M9,Sales_M10,Sales_M11,Sales_M12,Purchases_M1,Purchases_M2,Purchases_M3,Purchases_M4,Purchases_M5,Purchases_M6,Purchases_M7,Purchases_M8,Purchases_M9,Purchases_M10,Purchases_M11,Purchases_M12,Decl_Sales_M1,Decl_Sales_M2,Decl_Sales_M3,Decl_Sales_M4,Decl_Sales_M5,Decl_Sales_M6,Decl_Sales_M7,Decl_Sales_M8,Decl_Sales_M9,Decl_Sales_M10,Decl_Sales_M11,Decl_Sales_M12,Decl_Purchases_M1,Decl_Purchases_M2,Decl_Purchases_M3,Decl_Purchases_M4,Decl_Purchases_M5,Decl_Purchases_M6,Decl_Purchases_M7,Decl_Purchases_M8,Decl_Purchases_M9,Decl_Purchases_M10,Decl_Purchases_M11,Decl_Purchases_M12,CreditGrade
C330,micro,148131,145300,127196,129607,146129,137230,136185,147002,137220,128822,131231,140177,99112,89699,90018,84303,97402,86663,83128,102102,98258,87147,88133,91613,145180,139706,123681,125219,142613,134996,135400,146501,136417,125103,130618,138086,91288,87499,82640,73541,90577,84064,74101,100338,93376,81627,87680,80570,A
C331,small,460647,521345,507030,532443,566531,515296,470229,482882,485810,469364,568488,510334,344033,383533,317807,362860,364475,349181,350290,303502,363628,323922,408353,380251,452134,515129,505206,512609,545098,509130,460135,464694,468387,460168,558090,495602,317676,375844,283240,361387,332139,328126,326027,275086,349184,319613,378942,371745,A
C332,small,1643231,1575092,1672662,1522434,1571489,1619951,1558148,1446656,1618197,1499032,1599761,1646922,1098846,1065379,1045935,942341,1150384,1077659,1131598,877937,1159950,1083889,1126819,999089,1634791,1515626,1629610,1474848,1549705,1560633,1533470,1398883,1593447,1487054,1540784,1590185,1088685,958554,1008406,933307,1059220,1054959,974448,856904,1078319,1051431,1050204,952664,A
C333,micro,363677,373857,393903,367206,356005,358610,368440,341163,376456,399017,374290,431666,225126,230225,238839,233771,217422,268719,232190,249856,239721,246319,257822,304859,351025,360675,378206,360882,348627,349159,357603,332261,375262,398748,373938,415138,218643,225621,221571,223788,191023,254354,216402,233350,210712,221359,226184,287363,A
C334,micro,64455,64432,69047,61742,63744,65283,66280,70479,66666,70683,60398,64844,43762,45716,47732,41919,47408,42235,45402,42624,45323,43174,38928,45148,62438,63066,68851,60457,63625,63819,65658,67898,64552,68647,58343,64685,41516,39691,40987,35952,46690,42103,39662,37605,40070,41623,35505,40892,A
C335,small,348740,364379,382457,326910,329420,375100,357990,358491,338835,351833,377546,341250,232062,271498,270245,203716,210087,269170,246365,246970,209268,221031,239223,229978,337809,352171,372568,318525,323520,362608,355014,351767,327122,339379,373253,340663,218711,243361,257831,185766,185668,258464,230076,212480,208115,218251,208529,211041,A
C336,micro,396652,449805,448763,466664,489994,469353,415385,430907,463733,465825,460181,507946,284225,310831,315420,298653,334640,335525,259924,318827,337172,291063,290259,320808,385894,432736,443667,448639,473534,461836,404830,425249,459201,456448,455589,507602,253104,293644,298915,268249,304546,326514,226882,278052,304090,274072,261446,309007,A
C337,small,533924,565150,492352,572604,511381,489634,583796,529664,545699,584684,543357,513917,377159,405496,324695,412637,320446,327182,387409,360156,400591,378052,385204,367836,522866,557139,479361,568865,503951,470555,572989,519065,533239,565695,530117,500043,345442,384252,316394,397971,297065,313759,338562,358050,370889,343432,338709,333011,A
C338,micro,233180,328234,283120,312696,301931,280900,302258,321989,339595,269718,281729,317472,164008,222347,181998,202640,225627,189232,184349,234817,208666,176133,171078,231958,224736,318206,277432,301519,293512,277756,298497,314531,336102,268553,274231,306468,163412,202734,163294,191495,213582,170435,178993,217581,202948,171315,168084,216180,A
C339,micro,129003,109335,130493,122399,120215,131412,126376,114611,128041,135559,129068,124112,96732,73442,90911,84157,84522,81026,76533,75143,78395,99076,83479,88301,126114,105815,128208,121158,116931,128755,122478,113137,123322,130241,126416,120087,85405,70704,82989,74700,75334,68889,65897,67246,76337,95735,74139,82828,A
C340,micro,407654,509297,420270,485518,456558,474276,421311,361048,489048,439186,488994,451685,244698,312706,266149,336640,329195,289554,272607,248383,361121,265804,337466,310909,405564,501728,408912,476187,440969,463412,406111,353078,486814,434074,476697,447107,211932,285656,246958,322598,312561,273232,238278,222819,335822,255954,294642,292093,A
C341,micro,472888,470040,485089,485553,474696,459473,404915,376230,453935,422439,480342,512592,293275,283895,340738,320865,335062,302267,299847,265059,324033,269534,339351,343218,456289,461461,482826,479301,459443,441137,393287,368122,451097,409502,466813,492171,286590,262962,337204,306500,305555,289480,281739,248926,298495,265349,325527,315827,A
C342,micro,423003,402339,413642,435561,353643,383852,367079,465357,378164,397915,431945,441746,267880,291449,285858,266231,232002,245312,262385,311670,227218,259548,296450,325674,418573,397564,402429,433445,344050,382321,354497,458009,365803,395672,416809,436953,236724,257543,273997,241722,218366,211224,235789,301363,198785,234174,266128,297271,A
C343,micro,315307,390356,345105,337985,335234,334545,331010,345781,375317,370844,347874,334171,229288,247748,207152,219416,230025,217143,234435,220860,270995,230174,241005,233553,308602,376948,337556,326900,331045,331903,321366,338522,369612,368020,346034,332318,196073,244934,206112,203089,197682,192901,205501,219111,270954,216398,222941,220427,A
C344,micro,374451,360127,387812,482744,386554,382499,388277,382338,375181,426134,412795,423062,248973,253677,235283,312830,263247,275574,274460,281522,235161,294537,296954,264224,373336,349558,384813,467555,385868,381853,384871,371617,374946,412823,401587,409340,215174,244798,224833,282936,260432,265850,238928,277896,207385,292690,266575,229374,A
C345,micro,419575,346894,348259,303477,337686,399062,350382,331885,321494,353010,367543,335330,308752,221226,219542,210915,203829,282303,257427,207856,218043,223453,267916,230742,408709,339537,338179,293133,328733,386509,347887,320860,320714,351290,355524,324862,292980,219631,186930,204312,200222,247893,251338,191936,195343,194763,233020,222598,A
C346,micro,53070,48394,54691,55689,54150,53899,50969,45730,50534,50834,52915,55192,36275,33708,34456,37479,39520,36298,34070,31930,36946,31368,33989,36339,51717,48207,54307,54088,52408,52635,50461,45464,50183,49129,52497,53417,32044,32265,29748,34022,34763,33873,32988,30062,35086,31092,31840,31781,A
C347,micro,184172,186450,195886,189581,168836,180900,173537,185914,187514,168338,184388,184360,118221,126869,119822,121328,120855,128986,106827,134333,113592,111242,135471,130536,178694,180535,191929,187571,164845,180312,168000,181031,180614,162172,181731,184012,106900,125029,109058,103461,108259,112782,94029,133721,103557,100580,125442,130464,A
C348,micro,250465,217313,247249,228650,246008,223183,225476,215614,202939,212996,252101,204399,152904,134821,152949,144671,177960,164177,141440,142774,145287,134117,163572,140619,242697,216768,237866,228384,245763,222414,217349,212822,196693,209910,249724,202260,132506,134608,135140,129093,169184,160476,133264,134589,145148,115254,142687,124262,A
C349,micro,425012,481465,477180,507460,436284,522000,444646,502239,502757,545118,507496,446503,281217,347757,299931,355334,301159,320978,278203,375540,319510,398918,353904,314197,408509,481357,475428,494410,421123,515270,442464,488384,497945,534719,505063,436348,253861,347425,267995,326099,286366,311003,273226,323852,291183,341816,312156,303441,A
C350,micro,363039,389200,361620,375102,434047,360326,410043,367614,420468,382348,406936,341457,250458,255782,230759,278992,308797,230534,276777,234726,314877,276888,265409,221332,354916,387428,358469,368384,420535,346050,408967,360574,409509,373100,406077,330188,244630,229748,200223,273470,307413,197006,245794,211598,269555,276497,243058,220242,A
C351,micro,162057,171714,211243,167055,171063,183230,180463,150394,161321,181485,173366,187756,115481,121167,138446,125036,111730,126580,134198,110019,108069,127192,121333,125154,157152,165255,204578,165485,167166,178099,177265,149394,156010,175700,166642,183251,104158,106027,135516,106719,108085,112805,121190,101908,96913,118557,111720,113000,A
C352,small,1222020,1232794,1232774,1283779,1287052,1169397,1244295,1203675,1280444,1420911,1206102,989474,791589,882663,858950,959788,830755,858124,880824,835406,932333,888474,768595,712683,1206875,1226152,1213889,1267684,1275023,1164926,1204356,1195639,1275103,1420464,1193050,986968,723547,764180,853501,950257,715426,827020,803327,821232,815147,834709,745748,672554,A
C353,micro,175904,181532,156663,182836,171065,163901,159460,157372,148896,163611,152505,168854,109377,129720,100849,123993,107104,115381,99110,97761,99943,105897,105442,125031,175714,178900,152317,179548,167979,160502,158034,153699,148507,159867,150222,167706,107799,113987,98314,122731,106066,110329,87565,83311,94791,93140,95282,120884,A
C354,small,1291236,1266064,1239437,1332290,1203602,1264283,1034896,1200054,1085879,1087590,1302927,1137037,782168,783289,880197,920165,726598,771287,706496,760545,758255,758647,861851,694044,1253793,1240063,1235192,1306526,1178454,1229802,1006433,1181639,1058006,1076682,1265055,1102050,761362,760837,767308,803053,717049,735792,605819,759459,740049,756446,768619,614561,A
C355,micro,266981,261578,229156,263840,245620,227595,255785,222526,230245,254083,270493,273814,172410,177005,146223,184161,171961,162871,170207,159177,166687,170590,188469,177244,260343,257686,226521,260597,240857,223139,251618,220105,226850,247293,265566,266115,153963,156357,138285,174141,158067,143130,167303,155612,157384,145496,175027,174228,A
C356,micro,155764,176882,128261,154222,150397,151916,141440,150034,137863,170678,137046,129594,98781,128289,85065,97412,101527,113427,99961,100841,101735,114027,87635,89417,150045,175257,127082,148145,149168,150201,139778,148540,134704,167058,133639,128745,96240,123987,73267,88915,95655,97993,94854,92650,89787,108606,82306,81927,A
C357,small,790536,813636,714071,886722,850711,830084,722772,730043,720265,805145,711038,747122,559387,584916,473238,604203,555766,601003,498226,510106,506595,594752,429395,530414,771195,786724,709616,857302,830310,818283,715296,705135,702435,781986,699232,742519,504281,554117,465167,582295,511612,563222,439597,449498,463554,568473,381951,466068,A
C358,small,714592,605963,635974,676304,663583,535544,596752,617011,623287,564676,512385,661701,490211,412161,449519,464595,400087,342740,374192,420829,461474,340930,376202,435321,687661,582935,614945,665360,655876,520314,586042,599225,603472,548302,501701,656932,484651,368169,443280,429797,395058,325902,318981,383449,455645,318612,332199,425970,A
C359,small,1413353,1277663,1660195,1451284,1302220,1597971,1450782,1454370,1578580,1330371,1434564,1827895,957288,895065,1026159,1052544,825861,1074481,926471,1024358,1117803,932409,916169,1111086,1357161,1276811,1609316,1434232,1282874,1562946,1445642,1424907,1552991,1313283,1422150,1790340,875597,826032,983471,974365,819375,1010599,893825,871378,1073758,821726,847947,1099371,A
C360,micro,432894,401142,429800,496212,451631,480345,508992,480158,459032,440276,475452,449329,290334,247117,304520,321779,303011,302753,358558,289722,309392,304144,333595,284701,429888,398496,429676,478553,440535,470193,494629,467018,448305,434582,468965,446060,254152,226453,293092,297240,279619,264109,310745,256631,286668,279068,314695,255907,A
C361,micro,355535,390939,402590,411735,367569,286602,336526,388604,371351,392956,366066,383246,232378,248359,297759,288545,243814,200286,241441,255855,271497,263485,220799,265271,343732,382279,393079,401802,355965,276446,331135,379251,360286,377880,357958,379221,198572,216735,268344,262579,212175,170618,221896,234260,235741,253454,213944,254531,A
C362,micro,262471,271180,273331,259248,294174,272753,221430,264058,251251,266976,271271,290284,195032,172221,199837,166836,178026,202928,134484,192158,162109,188960,192977,205782,254107,270238,270376,255855,282744,263653,218265,258192,250196,258629,260758,278890,193398,163195,185413,143285,154551,196982,121551,172101,138332,166201,180567,182249,A
C363,micro,415476,380830,413406,360783,452254,342063,352758,414849,366455,366683,376240,336423,271334,246718,284886,241310,275172,222674,243907,252175,256426,266069,237729,227425,404755,369312,412633,358082,445300,328546,343547,409862,360143,366121,363354,335428,262981,218625,249710,233919,266986,194657,227897,240602,223955,232561,224441,194863,A
C364,micro,97752,91677,106541,86004,89271,96008,114715,104347,88791,109927,90629,99470,71158,66662,68716,63456,59790,58542,84767,66997,54855,72121,62552,60639,94897,90678,102398,83323,86923,92235,113497,101724,87191,106758,89488,99329,68352,61255,60880,61972,56818,57404,81764,66113,54692,61350,53698,56548,A
C365,small,1481664,1580291,1151860,1470185,1306152,1506369,1283199,1374739,1565525,1348082,1461707,1352379,1110513,1063513,751486,915502,958444,1078607,920095,925681,1064446,847240,1087193,990481,1427524,1532478,1118673,1424060,1254008,1488142,1236659,1361427,1524592,1336372,1433047,1307618,1066977,1029387,729636,877698,835992,1017198,826482,801949,994917,773118,939443,890008,A
C366,micro,260644,250906,221565,248439,253553,218024,218069,235888,249244,236458,258964,272068,175101,183291,142738,185851,155592,133424,160053,159655,155083,170802,173205,165504,258332,240895,217368,239794,249461,214416,213035,233889,246180,230637,250658,263122,168620,160802,124558,162050,149896,125358,138105,152317,151100,168364,164164,150084,A
C367,micro,106365,96960,94492,100468,96482,111821,105472,104160,110866,98783,106349,100647,70272,70603,61682,71152,63780,83103,64055,69350,68826,63218,75650,74980,104026,94711,92238,98571,92972,111807,102279,103365,109744,96942,103248,97697,59928,63653,55392,65390,55821,70970,61743,64290,68594,55960,65930,66025,A
C368,micro,50811,50600,52342,46289,49071,47369,51624,51776,51455,45621,45872,54294,32862,35950,37558,27893,33739,32897,37830,33252,36005,32516,34099,39673,50792,49907,51292,44650,47342,47234,49643,50252,51377,45196,44047,52884,32666,35452,32283,27374,29701,29443,35960,29669,32464,28739,29361,37721,A
C369,micro,180404,170121,200300,207717,210720,168595,198393,192856,209093,201991,228658,216147,124604,106648,148763,128724,154059,116513,147217,132974,141319,129317,168904,140667,178345,169995,198268,207532,203826,162174,197468,188855,204132,200321,224385,209291,121793,101196,134710,117535,150433,104835,137347,122107,128589,121349,145338,121144,A
C370,micro,179789,197940,176338,176407,203355,181654,165136,196548,188637,185318,188007,202983,115015,124668,123649,109389,140705,110023,118506,139487,124377,137366,116101,143917,178134,197449,174127,172840,202528,180161,162856,193465,188603,183695,185429,197365,110801,116738,119685,103511,133521,107437,116919,131498,121374,123469,100597,129287,A
C371,micro,329839,293122,305498,332598,295872,352996,349760,314572,313231,324493,317680,275387,200593,187129,216127,206224,203552,241365,227548,208702,193996,204086,236435,202206,319238,287323,293825,326930,288166,349523,337500,308886,305600,323058,305259,266854,195932,168212,196157,181970,191537,239839,213209,208468,173053,182968,202741,200813,A
C372,micro,107625,120167,117166,113920,116103,103107,124765,117861,121218,121955,111786,125091,79353,80255,71224,80251,82006,66699,89974,87844,85039,80949,70447,75720,103994,116607,114477,113845,114986,101316,120080,117695,119798,118336,107458,124572,70669,73063,68100,69962,78555,57332,78134,86546,76623,72954,67972,72678,A
C373,micro,297927,322959,335894,344613,300446,349408,276520,313880,317002,307364,325704,365213,208599,213880,237777,221234,182482,218226,195203,228383,231313,194891,199993,272627,291457,310081,330966,333241,296206,346035,275398,306119,316402,305169,319827,364039,207736,206558,207661,213747,173662,200935,192739,227574,229211,179433,184013,233114,A
C374,micro,267069,242648,274061,289582,252054,271081,273945,259495,275782,239770,245373,291725,164229,158676,176283,207759,161857,190964,201746,193840,179829,179770,149541,186846,264592,236421,266698,280686,243243,269953,270193,256888,271807,238310,244545,287471,157419,141828,162594,205787,142931,187968,188397,189751,172762,159844,136425,171936,A
C375,micro,86630,82369,88001,76758,86059,88968,87077,84721,81757,84597,86882,85232,53626,57283,58001,55851,59685,66317,60354,59100,51908,54879,61852,57610,84108,80829,87585,75569,84405,87803,84989,84591,80539,83145,85929,84682,52186,54468,50809,53297,50973,62844,60159,57967,47335,50747,55267,55601,A
C376,micro,376099,447318,421207,458280,375640,451025,418684,430169,417248,410851,433060,385130,236191,303659,286162,338331,276934,277316,286189,319970,289144,277913,303989,244868,369578,444405,415772,449361,367196,437124,410988,419933,412824,400637,431603,370743,226071,273520,285764,297428,255297,245739,264869,319327,271653,241722,263725,237802,A
C377,micro,314563,286480,290045,274356,254645,283647,257341,282071,284169,280995,268740,274875,208905,207403,206416,173385,182514,191475,180250,181812,178749,179882,184385,170276,306012,275377,287312,267522,250701,277310,256907,270956,281556,272083,267517,269069,197004,199349,176668,160827,164726,184448,170926,176811,178604,175920,157220,151544,A
C378,micro,70158,72376,77498,77534,76104,71643,76653,79680,69370,78717,71960,87294,46425,44896,46822,56541,48370,45839,55949,59363,49115,54297,44414,58651,69157,71454,76077,76542,74384,69076,73884,78056,68212,76429,71230,85870,43767,41405,44289,56432,46892,43695,51492,55497,46988,51462,42271,58225,A
C379,small,640443,659718,664198,577905,636500,571989,604306,598341,609559,686932,535181,621876,436093,446266,417879,421904,461990,348078,379274,383568,455096,434256,374804,409156,625395,654503,660641,566604,612460,568396,595274,584343,601336,660147,534784,600187,402321,400882,359134,395902,404876,312706,353175,369952,414277,406967,361430,356268,A
C380,micro,421293,432267,451699,350646,431434,388136,392130,327395,344972,402021,374766,403233,286453,287607,330164,241261,259332,261832,293788,243698,250707,286388,227343,265758,405336,419943,443141,345726,419688,376454,387339,316674,344337,396223,364900,399407,270469,267291,319614,213092,254944,246406,269569,227488,240135,284676,193365,261113,A
C381,micro,253456,214731,227410,217683,226393,265939,283663,263944,248568,235585,234035,221890,152169,157669,148566,147755,165955,190133,197755,195598,156866,165959,175374,149622,249853,210167,225596,216861,224205,264022,282147,258812,240091,228908,229775,218860,148296,145645,143754,147373,155413,170053,187582,180770,140315,144699,152214,127894,A
C382,small,838543,959178,939602,801469,969280,885830,832762,858869,859932,775489,784959,760059,548087,594251,585619,517396,646846,567408,571134,601013,610921,512628,564453,461122,812007,927986,919118,777300,954756,873556,806360,837161,840233,757517,784294,753166,529282,546584,509626,468200,639059,489210,541936,571802,585669,497473,519552,401711,A
C383,micro,155635,128249,124168,159021,143673,135516,156661,148141,150235,167450,146790,147089,93451,87670,87379,104587,86320,100037,113408,94695,112172,109584,108746,91978,152975,123613,120917,157324,139160,133337,154713,147549,146549,166324,145392,146122,92039,81992,80955,98780,80672,91899,110125,85233,103109,106943,101610,87370,A
C384,small,842080,832309,671243,756307,847031,774406,712349,743065,809641,899885,832516,690395,607310,619516,466065,488342,528718,468002,473235,537727,589046,629225,562084,491458,833250,821814,650521,726294,817497,758452,707673,718987,794973,877977,824740,680023,589071,531993,428020,444258,516029,466808,469506,466118,531853,582696,499964,477691,A
C385,micro,136501,138709,140368,148285,145650,129029,140276,135717,134997,142512,141242,130594,89475,94231,87417,104758,108186,85562,103546,91925,100552,86663,103006,79891,135470,137416,134995,147492,145526,126648,137547,135414,131107,138151,136620,127556,79343,83706,76114,98708,107782,75995,96333,85420,90289,81527,89255,75832,A
C386,small,1077221,1057770,970546,1030514,1037461,1012713,973946,1126692,1212324,1132212,1038159,999075,695652,688633,677136,619024,715665,633831,629588,759677,809940,825307,698425,735004,1043972,1041780,949526,1008457,1005613,988482,973731,1116537,1170072,1121705,998626,992621,692411,620929,597169,531799,635875,569968,612702,692549,745390,823106,620486,729060,A
C387,micro,144063,135683,155159,141688,153169,120894,153972,144906,162317,143706,148026,143740,99034,89301,98727,104877,99599,80893,92783,87994,109428,93443,101039,96961,141428,134292,154307,138415,149684,117029,152037,143523,157439,141488,146266,141769,95054,83993,89284,91594,86271,72449,81415,81379,106961,84489,87722,86166,A
C388,micro,247472,291938,262743,315287,256457,275804,246569,289614,277375,290535,290701,293347,154145,210874,166567,190874,170939,196414,167338,196642,177447,213010,217177,179064,240340,280914,253781,313869,250544,267251,239967,279412,269164,284141,281467,282236,151010,187331,165574,187973,158361,191023,159602,188759,158110,190562,197787,157850,A
C389,micro,498460,414101,525325,478843,454511,443909,509150,473605,439335,475048,567540,486244,321122,269214,345366,327971,310610,288017,349796,297028,311001,354666,345748,317011,488492,399382,512148,471011,445298,442642,499176,463356,424679,462482,552415,478540,294952,229007,333391,285475,305896,274410,325323,267268,302807,346502,297508,310667,A
C390,small,1253001,1302890,1358680,1276098,1278611,1251068,1309475,1215154,1292829,1400952,1030148,1285606,755878,939659,1010505,903385,915114,763896,809545,875880,796384,1024559,619462,881966,1212374,1279480,1327722,1250841,1240602,1231355,1296020,1211248,1259218,1369784,999862,1234472,680938,801256,894104,776239,882389,650799,781103,775586,786102,946187,535895,826760,A
C391,micro,117776,96857,94320,105244,125556,114754,106061,114515,96851,116026,111068,100810,86255,68562,67237,76585,81107,78085,71731,77663,60554,73057,81089,65087,115626,94092,91521,101220,124271,113199,105637,113464,94118,113856,107345,100801,75153,60070,57641,76296,76591,67789,66940,76363,59289,66032,70218,61383,A
C392,micro,515963,515829,442633,482580,412074,484046,439046,459580,422441,504879,430646,463401,329138,310592,326724,341200,262272,303707,317488,299028,266792,314099,274797,307889,509806,496787,425548,470449,410556,471275,425747,458986,418806,502530,429788,445323,294973,297916,310050,311350,252052,293744,295157,293957,242234,300187,262338,267839,A
C393,micro,116549,120262,111738,112917,115140,103138,90890,94562,101783,115115,105443,97388,72648,84418,67801,84221,70038,72984,65330,61498,67529,81121,66938,64433,112296,116186,109269,110415,111191,100290,87460,93876,99402,114675,105030,93682,66987,82671,67746,79489,67650,69179,56477,55944,61168,76171,59407,59018,A
C394,micro,294412,274817,295969,309782,285770,294501,313667,294071,300550,331979,269315,277997,182653,173176,179473,198039,189851,219118,194514,219637,210616,223312,164531,195282,294132,268042,284630,301555,278423,293267,304074,292484,299517,322699,261134,275388,159423,164100,171607,176605,184518,208898,193276,188167,179227,219014,161406,185566,A
C395,micro,113466,146774,127635,117076,154480,142417,130535,131537,120167,120766,143191,141013,77929,95315,83410,70534,103428,90428,94466,95821,75921,76877,99457,86983,110014,144868,123506,114518,153785,140769,128086,130565,116711,118122,141868,138798,70609,87093,78212,65557,97248,77776,81759,93067,70220,67557,85766,76411,A
C396,micro,212848,238131,223468,217633,238624,241844,223148,199047,201070,230767,205787,249646,128281,147195,158164,140878,172845,147330,156441,145309,127742,153458,154169,183118,209659,229677,218653,214207,231493,238217,215995,191245,196280,225677,202328,249289,125586,140344,154956,127100,151887,126016,149815,126530,122819,143745,143800,180619,A
C397,micro,114700,96387,112498,107205,118078,105952,109035,95390,98397,104200,93131,87883,69013,62586,83176,75772,86562,66264,73137,61672,68451,64688,59613,60923,113436,93641,110348,103824,114828,105024,106274,94255,96635,101290,93017,86169,65357,53604,77888,65829,75819,58538,69723,60148,59944,55327,57254,56877,A
C398,small,314595,345033,353316,408534,374810,436601,379846,321641,397648,332565,338046,366692,226635,210093,256994,302004,261848,309764,280055,223687,245925,206978,235348,238578,311591,335878,344384,399387,372629,433242,378635,316706,385630,321116,331464,365327,212121,192923,226956,261614,249945,275953,250685,204157,219967,185176,231621,224440,A
C399,micro,345756,380704,364182,362194,380245,325012,370984,383694,369686,350006,367242,339178,239945,258621,232357,253992,264901,226229,267511,252539,259036,230639,243403,228364,333019,377228,358260,348718,376356,312283,363559,376092,368676,349302,360682,328782,212318,254979,225277,225661,245135,215010,234402,236318,226894,222162,229774,209787,A
C400,micro,146453,160692,145897,168520,153218,165642,123177,153924,147920,148131,156554,163902,98842,119784,101889,118534,108568,110084,77444,110682,110204,91153,101578,101775,145445,160326,142689,165614,150277,165624,119340,152719,146545,145803,152759,163610,94859,108135,95011,112655,107553,103787,66117,94941,97101,80215,99147,98017,A
C401,small,812261,880712,811442,927806,992396,848993,879485,816281,863831,1010868,958718,979088,559997,556026,488797,626246,642145,597650,574553,503607,543640,614698,660959,619950,787523,869337,791674,912167,988172,818575,846190,801325,853358,985527,924339,960488,543375,473202,419525,612211,552202,529219,497185,503114,506326,568603,602343,544658,A
C402,micro,277770,258299,234316,179427,274995,260827,281064,246716,286312,247830,270883,291135,199965,180973,145917,123170,194069,168546,190860,172068,196586,177092,175487,189183,276217,252261,224972,174176,265771,251292,272608,244344,285006,239146,262570,280801,188646,180083,124152,109262,176353,144321,190137,154676,177763,162183,166319,173319,A
C403,micro,268738,342438,323945,266147,298299,353829,294856,310039,282408,292380,364819,292502,176207,221779,205388,181330,181306,253523,180102,215876,188065,207556,240416,204867,263889,341590,312125,257789,296171,347289,288864,307727,272248,287326,364404,288007,163080,204565,201124,167446,163058,244764,177461,212319,173077,191854,232896,196981,A
C404,micro,202595,217075,204340,207624,228352,207098,196485,227782,230164,193953,225044,235515,143568,153024,123140,146325,147069,154847,143452,161999,150338,124979,135883,146966,201129,209707,202100,199401,225624,200714,196399,223970,227913,186491,218236,227242,133346,152345,105839,132267,131457,152659,142555,145870,138309,119788,130579,140213,A
C405,small,736199,722261,724205,815285,841285,863218,746159,779030,678594,730768,717652,741969,509741,531127,463795,581812,608437,532418,511511,478525,495723,470317,525079,469452,723158,715076,698804,793334,822751,838052,721684,767935,656026,710651,714450,722571,442122,494407,462690,575176,596429,527230,441629,453542,473756,462077,510383,436979,A
C406,small,1341856,1181529,1260319,1183796,1289900,1420621,1247148,1332725,1273160,1246108,1211987,1305701,970146,809305,861573,868544,796952,994244,874671,861870,835075,885389,794068,788852,1295080,1153010,1247353,1142118,1282540,1375186,1218524,1284946,1271184,1233391,1202917,1299930,947912,762768,781220,812467,776222,993067,801037,750342,763868,787521,712596,761965,A
C407,small,1184844,1019846,1131858,1181689,1132071,986497,1142061,1051332,1078553,1137585,1275127,1253246,742589,638268,848604,807178,778147,700167,721369,751024,707632,834152,807578,849455,1151108,1011577,1092319,1180945,1129701,966213,1125556,1031452,1070659,1125233,1251711,1244945,711638,619894,832000,796008,713129,686806,673493,716865,653791,736319,789789,785979,A
C408,micro,424151,435375,372049,403045,423877,416664,399504,442595,391320,499131,456087,370538,266264,284637,246921,285218,292691,265065,291047,292368,243579,364772,322786,230520,409899,434191,368540,398604,416944,411692,387944,433506,382341,481607,446116,368093,262141,242232,216975,284271,266080,234732,258729,255880,216805,332218,303542,218453,A
C409,micro,428800,422635,446498,404173,411804,491804,461199,462100,434155,479677,468408,440098,307233,308793,281397,297126,296471,313996,303011,300273,279887,333553,300042,270963,417803,407972,435052,399643,411493,486104,453606,445597,430029,466564,450871,424088,302860,265395,249972,271998,271738,276505,276583,264106,254496,304011,261478,253244,A
C410,small,1500557,1389528,1395715,1531653,1429449,1300537,1248685,1370997,1446108,1475572,1528275,1323016,1060666,891811,862688,1050415,1001452,894714,789441,855152,943943,896825,969169,932896,1474766,1382642,1363254,1511339,1403355,1263382,1210786,1344952,1423591,1437239,1511689,1302994,972844,891189,836670,1003615,900270,771450,730726,816634,818788,804731,961037,854030,A
C411,small,1255118,1258999,1369536,1458743,1277750,1521959,1375787,1381563,1268907,1376539,1204759,1262164,850681,777765,904880,1088453,771739,955789,884282,900308,887999,1007045,859944,869993,1252443,1225387,1322650,1430644,1263718,1491169,1370854,1371301,1262311,1359092,1177094,1260549,833431,690497,862181,981239,657948,850981,867600,893736,770362,921278,771271,786747,A
C412,small,1809755,1733476,1790159,1609413,1651062,1896979,1771734,2163926,1456282,1659400,1895242,1911908,1198552,1168537,1320375,1014596,1199195,1168315,1154885,1553602,948749,1115557,1392460,1238651,1767400,1714851,1746400,1549203,1606627,1846711,1768257,2113687,1407631,1627632,1829927,1849710,1112649,1026194,1258887,862716,1072135,1051652,1147951,1413585,911757,1013874,1384500,1148823,A
C413,micro,226021,209748,252309,221660,230959,225800,214977,220658,208860,191243,253589,253909,156135,152480,152953,158039,165239,137020,144872,154015,132051,122750,178731,161033,218915,208164,247933,221478,229048,220967,210342,217037,207138,184516,246617,244626,152175,140089,151724,134522,143277,127270,132770,132896,114202,117829,170389,143411,A
C414,micro,321572,326607,317658,334481,297980,300372,312852,277134,292288,322165,309830,278106,198712,215948,216800,201163,186832,213367,217848,206005,183876,213799,200785,177319,319526,326161,310476,329520,295586,297066,309333,272640,282204,313044,305029,276870,179097,188448,212905,183467,179394,182582,210576,183813,162025,191063,178430,163460,A
C415,micro,405411,395631,433496,447479,370703,430516,417267,421839,439546,399376,441646,405168,286678,288062,269146,268700,255474,314040,292308,287468,318206,296275,265969,251405,401694,388989,416596,436132,357943,426217,414002,409604,435004,383868,433074,399725,255451,281712,267438,237567,231946,286509,272043,265331,275775,282674,234750,240820,A
