ClientID,Business_Size,Sales_M1,Sales_M2,Sales_M3,Sales_M4,Sales_M5,Sales_M6,Sales_M7,Sales_M8,Sales_M9,Sales_M10,Sales_M11,Sales_M12,Purchases_M1,Purchases_M2,Purchases_M3,Purchases_M4,Purchases_M5,Purchases_M6,Purchases_M7,Purchases_M8,Purchases_M9,Purchases_M10,Purchases_M11,Purchases_M12,Decl_Sales_M1,Decl_Sales_M2,Decl_Sales_M3,Decl_Sales_M4,Decl_Sales_M5,Decl_Sales_M6,Decl_Sales_M7,Decl_Sales_M8,Decl_Sales_M9,Decl_Sales_M10,Decl_Sales_M11,Decl_Sales_M12,Decl_Purchases_M1,Decl_Purchases_M2,Decl_Purchases_M3,Decl_Purchases_M4,Decl_Purchases_M5,Decl_Purchases_M6,Decl_Purchases_M7,Decl_Purchases_M8,Decl_Purchases_M9,Decl_Purchases_M10,Decl_Purchases_M11,Decl_Purchases_M12,CreditGrade,Compliance_Sales,Compliance_Purchases,Sales_Stability,Purchases_Stability,Purchase_to_Sales_Ratio,Sales_Growth,Purchases_Growth,Sales_Seasonality,Peak_Sales_Month,Profitability,Sales_Max_to_Mean,Compliance_Adjusted,Q4_to_Annual_Sales
C589,micro,133134,124288,128220,126778,130825,95545,103419,119724,82231,113119,84734,94909,97311,94446,101199,93330,93644,75476,73470,89191,61368,84333,61966,63788,124842,117222,118743,115795,121162,90021,96449,110278,77172,104636,78553,89188,89404,92758,96037,79478,92958,72456,73238,76326,59770,79839,58237,55896,B,0.9305384142428227,0.9362065724663019,0.16586771237483336,0.17727313354804322,0.7401471734411628,0.7128854170578736,0.6555101118053271,0.16586771237483336,1,0.2598526321930816,1.1949861099268022,0.7981509431694847,0.2189814544709281
C590,small,570055,357705,448968,337751,546139,639254,469915,564971,483633,551976,581693,513433,413626,249121,338741,268128,382691,477767,324079,407079,366855,428442,386438,379116,533954,335853,425810,309742,500133,597872,442714,534603,456056,516802,537320,478155,367745,229937,288323,258192,359239,418021,312520,405420,335569,405882,384454,352131,B,0.9346336728110971,0.9311071275686141,0.1791497099399727,0.17715488495710757,0.7290558244812086,0.9006729163450609,0.9165673420738975,0.1791497099399727,6,0.27094413084902896,1.2647031329522596,0.792633594303031,0.2715528647053092
C591,micro,86174,55128,59382,68122,66402,62133,67318,61930,72996,69890,71066,56705,60099,43653,46078,53013,48855,45021,48465,45652,56054,49561,49138,42255,80497,50543,55542,62727,62814,58457,62906,58675,69300,65814,64762,52972,57801,39050,45621,51911,46705,41009,47780,44802,54625,43724,48185,40437,B,0.9344781911731135,0.9554405590598867,0.12680879016089933,0.10649176507731573,0.7373433043251393,0.6580330722367276,0.7030948419301165,0.12680879016089933,1,0.26265636622025545,1.2970751813116652,0.8293138989798592,0.24792974815803404
C592,micro,88204,94136,128886,94684,109991,100280,81927,94494,108156,112939,101162,119320,62853,74754,88742,67077,83405,70851,56643,74759,81515,76687,71642,91995,82340,88784,121474,86739,103404,91961,75679,88294,98995,105131,95860,111946,57313,64596,81135,58339,80340,70389,56510,74064,77093,68234,68365,88162,B,0.932285349207854,0.937416405175581,0.1312446898538841,0.13733708606105324,0.7299775802375507,1.352769117396973,1.4636459095682057,0.1312446898538841,3,0.2700222009755465,1.253166680035878,0.8241235141870779,0.27015611187680233
C593,micro,384963,306441,468340,450317,447190,375128,400225,362351,434719,259493,398586,525394,300441,243432,347195,296002,347691,269041,268543,261634,347285,194347,273563,367421,357468,288912,431500,416410,416732,349256,365307,332879,401062,236686,373356,489159,274301,243347,336054,271539,328278,265064,265572,225596,342108,184502,272502,318985,B,0.9263641854279538,0.9463267734840094,0.17963332893121361,0.17581753245536338,0.7306228128914409,1.3647899543853452,1.2229382043788817,0.17963332893121361,12,0.2693771311416146,1.3098972460221971,0.785298416642119,0.24588341058355376
C594,micro,259804,370534,272083,322103,264960,314879,298461,375334,288944,309791,409989,363282,205449,284649,188229,257071,174430,226956,199886,249260,218510,209378,284389,268627,246293,350618,253951,304661,244873,294060,279659,348122,271461,286828,382677,342904,198125,260136,172232,249772,170185,214299,170850,219183,216199,195761,283973,264396,B,0.9366112716237542,0.9451636780522431,0.1517914522921987,0.1625190986219418,0.7186275701502586,1.3982910259617791,1.3075103431491848,0.1517914522921987,11,0.2813723567691255,1.2778333598257112,0.8131778281213923,0.2813028224252266
C595,micro,295747,284125,177905,280401,293783,214699,179312,206778,226377,235342,289508,178895,225850,209112,119862,220189,229956,140335,125215,164095,167076,170696,190202,125813,279106,262020,162827,255409,274919,198330,166355,194009,212301,221538,271587,168773,209416,194210,108038,189444,217918,135219,114318,144610,165858,152073,186299,112856,B,0.931642769917761,0.9242760370254564,0.20074338420258342,0.23482413216670442,0.7294776015134452,0.6048933551537119,0.55706638447472,0.20074338420258342,1,0.2705223039932264,1.2396516505103965,0.7758883223299766,0.24581783607510221
C596,micro,544679,457903,451686,423848,516177,514407,465599,559377,523145,326319,474328,579465,356308,307959,332439,326574,353463,355038,366958,413449,405820,226021,316164,388219,498847,431279,425500,386477,482480,484209,438305,530404,476702,297466,442510,549512,334701,265266,327508,306455,319335,326432,326335,372807,381856,213916,311055,341130,B,0.9326286596059952,0.9224725027311655,0.14208221778721353,0.14564409083498042,0.7107177690749577,1.0638650216640964,1.0895599044649447,0.14208221778721353,12,0.2892821813643944,1.1913071470924885,0.8166037830559739,0.23644472191131885
C597,small,1278597,1366616,1394512,971715,1040956,1279140,1029476,1435815,1349856,1122266,1212077,1364446,955275,892384,1110070,676474,766255,851556,693369,946691,1078301,765111,948122,1087592,1190529,1271949,1291015,922908,961829,1205778,950453,1341815,1270245,1037882,1143686,1267374,833409,842475,1005833,610945,681553,846040,659758,885596,1074025,711143,870151,932731,B,0.9333123931660778,0.9240993575460488,0.12879925103059034,0.16786723374728219,0.7255545664024694,1.0671430738981291,1.138511801824813,0.12879925103059034,8,0.27444541511072096,1.1606084333323992,0.8268187565804693,0.2491526709288866
C598,small,1653090,1585353,799275,1601003,1251099,1682171,1579134,1511134,1418435,1973037,1504882,1623880,1238747,1125424,628325,1187564,970824,1239771,1236100,1073617,1007727,1306681,1187622,1249768,1546456,1455455,746441,1457063,1142627,1576015,1469889,1430729,1328482,1813627,1393361,1536850,1069386,971511,537801,1128123,838346,1144405,1195779,1023764,949693,1300958,1113696,1146754,B,0.9293002340218143,0.92328717225548,0.18629497383833984,0.1661320269448664,0.7398418907682242,0.9823300713632824,1.0088968862109162,0.18629497383833984,10,0.2601580949236117,1.302156090476702,0.7833635432298922,0.2805885309566735
C599,small,1314982,707807,1332246,640374,561964,896867,1013911,652410,961496,800708,1203000,714812,938296,515063,971446,492275,405670,597464,660412,475594,646711,554658,918174,507235,1227235,664389,1262440,599392,514397,824090,926802,619112,900719,754851,1142205,656442,854535,490018,952671,487973,355860,517481,619211,466212,605584,553691,818738,447138,C,0.9344013750376484,0.9331138703927816,0.2980680010305247,0.3062006122147184,0.7113506991339444,0.5435910578311659,0.5405921579201468,0.2980680010305247,3,0.28864927414069874,1.4801942525848386,0.7198400810249043,0.2517013674362027
C600,micro,237991,271235,316588,281371,283604,272083,261703,348832,297371,303534,303347,224799,155220,180726,249574,220668,212642,194041,182755,273802,207729,219399,215582,164490,219143,249823,295217,265960,265108,257013,245694,326471,278819,277340,281112,206889,153000,174496,217634,187585,206482,190085,167781,266065,181584,209370,195961,155586,B,0.9312646915847308,0.9309549112745232,0.11949787713123138,0.16432135843541743,0.7278937756175095,0.9445695653635416,1.059721300597213,0.11949787713123138,8,0.27210614440908765,1.230282342941485,0.831859274241004,0.24443505254142742
C601,micro,519409,492958,404813,622279,416090,554881,448781,493494,477562,652212,520789,397683,338778,380391,263427,491844,277324,407622,308721,327963,359019,460061,358596,280175,491376,457790,369971,573309,393669,521949,408882,456924,449264,619572,484475,373501,318839,342598,240367,486599,262192,392712,266679,312171,306943,424318,310350,262068,B,0.9332990720970726,0.9228746843206538,0.16147912155482974,0.20191669562228193,0.7088744767287718,0.7656456363951406,0.8270170228969328,0.16147912155482974,10,0.29112547475800504,1.3042172815608726,0.8035435633554043,0.26173918100647714
C602,micro,106546,79231,123872,117306,93926,103560,78211,88777,122127,124081,83051,69003,85167,56495,82800,90596,71972,67693,50941,66427,94273,93082,61978,53329,101185,75164,117196,110110,88071,95907,72306,80917,113188,116060,76409,65369,81910,52615,77024,81078,65264,57670,50080,62815,91133,83401,59272,49802,B,0.9345973029971648,0.9283351986217824,0.19948727409734754,0.2168741517409384,0.7352774796144546,0.6476390700817479,0.6261741499154612,0.19948727409734754,10,0.26472229787205426,1.2515619602064738,0.7791640004688496,0.23210648815532772
C603,micro,147559,105924,105438,88819,145414,104613,111305,103766,109388,97596,123724,118549,115057,70364,69010,64265,98756,74560,84674,72230,84995,74344,80933,81458,136686,97324,96324,81209,134978,98752,104002,96775,102840,89028,113035,111412,106204,68295,67242,57966,97986,70998,84241,67362,77657,70993,78917,76248,B,0.9267819058142053,0.9520556412945606,0.15689007159383564,0.17500892387546862,0.7126125563929094,0.8034020059636758,0.707982061221297,0.15689007159383564,1,0.2873872326179652,1.2999886204706719,0.8010976397587951,0.2495193066562905
C604,micro,102427,131016,126257,106408,135897,116025,137050,143666,110454,113361,114216,148712,75069,86558,95588,82969,100876,84647,109562,97967,74340,88678,90632,117744,96006,121520,115798,100261,126760,109470,127734,136462,100728,104778,105308,139756,71362,79986,86581,78409,98661,80303,103527,83285,64326,87578,85250,108867,B,0.9320708534361413,0.9307505680635145,0.12404987959848651,0.14183355978670856,0.7436137191187548,1.451878392627016,1.568469428533369,0.12404987959848651,12,0.2563861082875011,1.2013175459394179,0.8292077338855098,0.25330985284980234
C605,micro,341906,264790,368926,368798,296663,317373,252606,244860,221535,252063,301134,301640,245338,196218,277212,265534,235328,215643,190071,190353,152619,167948,209938,234302,321271,246473,347986,345438,270801,297406,238378,230921,203684,235948,276216,276732,226386,182098,253641,229410,220354,183878,184510,168457,142750,151607,206860,222520,B,0.9317610595267551,0.9193828027393098,0.1656586960661485,0.1764825492506486,0.7305462116120572,0.8822311330274022,0.9550173433494064,0.1656586960661485,3,0.26945371210501956,1.253324893114786,0.7993429489019827,0.24200618634802198
C606,micro,475305,541787,423848,451155,374695,494579,307673,405210,304571,340195,462769,412474,326389,369473,310184,310131,297016,392583,216907,294750,206403,262418,333152,293664,438532,501749,394596,416532,346950,462713,289758,380921,279728,320079,424915,387691,323610,364250,303617,273303,287865,366460,192229,257069,198413,262008,291737,278668,B,0.9299001393799804,0.940814598111855,0.1785331701428259,0.18064008105987978,0.7234443694472515,0.8678093691222076,0.8997365115352799,0.1785331701428259,2,0.27655557517807433,1.3017829865119184,0.7890317921788202,0.2433669365697948
C607,small,506248,493859,509838,513715,511175,538851,571117,656025,457088,659254,466141,571748,371032,334044,387339,345082,372384,398608,388349,488087,348789,482773,371153,421087,462619,456914,465328,473283,469864,505073,528804,616348,426586,623604,433697,521697,324531,305127,363471,304351,368960,364898,355909,433421,297443,430449,319381,392943,B,0.9269964844628066,0.9048908547894154,0.1223383690860515,0.1264503615063427,0.729463045961315,1.1293829716206847,1.1349071376400481,0.1223383690860515,10,0.2705369121278501,1.2255578144212158,0.8259509876844745,0.26291672934360477
C608,small,880017,627036,652680,950681,895978,1126572,704230,939078,806379,915933,954337,1016413,647025,444949,518499,755076,613476,898156,474221,738290,546006,727537,756198,746404,801349,583555,603711,875407,840595,1050170,659144,882233,754866,842895,886983,954565,564099,380834,479772,695767,567404,838438,436191,629587,530614,661217,664752,671691,B,0.9299037551003722,0.9052267419220612,0.17149947967633658,0.2103045843052604,0.7513216217956176,1.1549922842487312,1.153593518653037,0.17149947967633658,6,0.24867835445135722,1.2912821388638476,0.7937722305752003,0.27572747225372696
C609,small,517772,459798,463435,560278,430346,497324,545934,468904,357994,487880,482601,573189,375859,306859,322067,370409,293312,388564,385903,369701,234411,368459,330892,441678,484049,434905,424709,529065,403994,465694,503193,440505,332296,454686,456552,529652,325396,286467,308052,326400,264846,378650,339823,352923,214227,339978,310025,437986,B,0.9339392741882369,0.9275709782493982,0.12195324326532793,0.15589666089304302,0.71647356792585,1.10702952838406,1.1751157345820251,0.12195324326532793,12,0.28352638357041776,1.1766865025904742,0.8324226341822446,0.2640803838195658
C610,micro,100959,72916,79851,70832,91154,60535,89944,90426,78203,72962,84183,95829,78722,56025,63460,52224,61867,46996,66828,63843,53248,53599,58087,67116,95767,68060,74898,66340,84825,57149,82501,84829,72632,68049,78611,90082,71119,52273,54760,44869,57733,41693,61731,60121,49783,52729,51879,60134,B,0.9351575328459173,0.9124796576248416,0.14378061281041934,0.14290631273221818,0.7309368147609724,0.9491877971473851,0.8525716753680627,0.14378061281041934,1,0.26906291285135076,1.2264783952929457,0.8176021890667584,0.25609995606371366
C611,micro,105188,124328,88666,95041,89573,85495,74537,112857,86904,97691,97878,89800,81379,92800,62398,74720,64883,58517,52348,83617,62383,70076,66012,68119,99044,114553,80874,89966,82444,81032,70519,103275,79494,90270,90244,83908,71782,86563,58717,71517,55255,58102,45434,74979,54758,64486,62067,62602,B,0.9282769927122769,0.9152107131425187,0.1396886410812129,0.16519481986582474,0.7293402720308583,0.8537109393567769,0.8370607028753994,0.1396886410812129,2,0.27065949219440766,1.2996433667433824,0.8145005216789987,0.24858836298888984
C612,micro,263941,318865,293982,267091,284130,245293,261135,257432,220533,330852,316847,312462,196525,228437,194710,182982,187198,190394,203025,194048,170407,246116,242734,217105,249799,294599,271896,247515,265767,230522,245193,242584,208934,304770,291059,295210,189236,228089,186441,160502,181626,181418,182404,179718,157602,218385,226736,186080,B,0.9333696657408623,0.9284976327403603,0.12108053614018671,0.11722774759107635,0.7275419317593178,1.1838320540118663,1.1047189684825418,0.12108053614018671,10,0.27245798745405575,1.1772127014380458,0.8325625462684405,0.28469772099142404
C613,small,2621173,1525679,1883073,1740841,1430826,1340933,1946066,1581264,1416158,1797959,1588093,1559379,1752095,1093686,1277207,1293955,1030550,1033603,1378919,1217460,952283,1405546,1108105,1120249,2412094,1408471,1768979,1636474,1314255,1224805,1836448,1484527,1329226,1658507,1451570,1457851,1693055,1061449,1249138,1116007,988011,892535,1290460,1164161,810108,1321596,1086150,1095389,B,0.9291172469258658,0.9389239028897155,0.2028812662388699,0.18001037847776188,0.7177005208246662,0.594916628960916,0.6393770660968349,0.2028812662388699,1,0.28229946535842176,1.5394935375101242,0.7724097739347122,0.24204999901132784
C614,small,1201203,1663553,1103856,1497714,1674048,1407466,1340413,1494086,1367507,1152065,1648916,1387795,936301,1199311,879753,1028936,1270069,1072902,1008954,1080569,960089,751142,1224337,1056136,1118999,1545359,1040683,1403890,1539413,1337092,1269668,1370364,1260750,1053868,1534593,1274139,897201,1176526,765577,982582,1201927,944935,892638,1076745,857925,656988,1052377,1016640,B,0.9297579224567382,0.9240936699758326,0.1379061592150159,0.14293148621359955,0.7360987806446121,1.155337478063676,1.1279875510252033,0.1379061592150159,5,0.2639012037755371,1.1859628250751448,0.817077853852317,0.24729142665796544
C615,medium,1393113,1666197,1816421,1754318,1851975,1653261,1593163,1410121,1777691,1577895,1413527,1617266,925929,1239278,1221837,1188204,1444722,1234695,1162296,996726,1169508,1257102,1070108,1258577,1308471,1529228,1656281,1646802,1719416,1534253,1490445,1327773,1640543,1469627,1314643,1529354,798010,1109368,1087743,1180661,1306923,1083317,991558,874515,1163010,1089490,949527,1197360,B,0.9304422219203862,0.905603662987221,0.09781035138462578,0.11452781045788663,0.725686029996085,1.160900687237369,1.3592582592636593,0.09781035138462578,5,0.27431395595450725,1.1382207010231218,0.8475436770539241,0.23604098715141264
C616,small,1793897,1825301,1973015,1579948,1924912,1419692,1867802,1838061,2154822,1978509,1806298,1413082,1267711,1386113,1353525,1208825,1529526,1081887,1332230,1414697,1554720,1446844,1266127,1014946,1692169,1664040,1825427,1454988,1804882,1301905,1705724,1738466,2027705,1879009,1713651,1311759,1213753,1262817,1345537,1029762,1409369,977839,1237874,1230738,1507233,1310788,1093513,920785,B,0.9325334355117201,0.916936970581916,0.1246814594044009,0.1244363886745063,0.7349664818708063,0.7877164699442221,0.8006132307653473,0.1246814594044009,9,0.2650335058450991,1.198491666805328,0.8291533817989344,0.24091806854112466
C617,small,838969,825378,812882,645688,808676,929692,730490,612718,768544,879927,935698,743223,643577,562272,554602,515284,620807,685544,481066,415672,527155,621324,628630,494864,789638,757667,752217,597192,764604,882710,683867,570753,724878,815279,869587,693468,642543,500136,494516,447652,578452,586446,437480,357796,527092,548042,548601,441335,B,0.9339034199426451,0.9050917987905724,0.1267890474833017,0.14104124289373604,0.7082331564008588,0.8858767297996353,0.7689277756542331,0.1267890474833017,11,0.29176681298958046,1.1779806407651792,0.8288183329688292,0.2684514133353476
C618,micro,153004,140945,117153,139862,134423,142211,87191,133859,142346,116162,152210,125796,116267,111530,91073,94649,106774,97747,68391,87565,96685,87649,104571,85976,140209,128295,110291,130435,125778,134669,81442,121996,130358,109394,144546,116188,111278,110371,84139,82125,94579,93134,58768,74843,84074,76572,103770,84196,B,0.9296217042800673,0.9207678454699676,0.13939282702820324,0.13632814433381477,0.7247694557401704,0.8221757458906571,0.7394725977913097,0.13939282702820324,1,0.27523037063065436,1.1582715205133607,0.8158921859326893,0.24866102013548141
C619,micro,299812,294992,392500,391299,361603,340473,337840,340411,348661,368501,278946,381833,211395,225860,300338,269418,281853,225220,241675,233600,248028,253110,202944,286684,274218,268964,358784,356925,337684,315057,314239,320071,329396,343755,256265,361021,205165,203363,289818,269250,281629,215628,241282,208434,239177,250829,199997,264797,B,0.9273624920864102,0.9628351159766788,0.10922354632104829,0.1243573721172971,0.720381418709938,1.2735738610400482,1.3561514882022365,0.10922354632104829,3,0.2796185136982725,1.1385416659112648,0.8360465256639972,0.24880640464737722
C620,small,1586528,1270145,1898725,1889456,1761054,1686103,1966338,1572684,1413290,1514567,1737578,1632428,1242752,995478,1359240,1350385,1176767,1258180,1433061,1120317,1078229,1097675,1184623,1165321,1455036,1180079,1794844,1781063,1628884,1567010,1836594,1483230,1338219,1435854,1606546,1511577,1092241,974449,1307879,1271228,1051542,1235442,1353968,1063213,950410,1054741,1124045,1146423,B,0.9342683106981943,0.9421625376468639,0.12422389171126888,0.10691827108183091,0.725681342308174,1.0289310816253594,0.9376939745870659,0.12422389171126888,7,0.27431864392695693,1.184012200174059,0.8310340294192393,0.24510002962532396
C621,micro,236092,193278,182078,192034,242804,189111,220719,210221,184908,225430,199445,175250,169165,133489,134679,132982,166172,150612,158325,152932,128668,173832,140142,121874,215334,176765,169523,178600,221957,179579,202655,193881,170497,213186,182703,160082,157547,123184,123201,129859,146036,148887,150731,144503,123918,161478,130337,109319,B,0.9238760366652117,0.9354054066319052,0.10930503369305862,0.11791024121786428,0.7191374619090549,0.7422964679173037,0.7204461889504983,0.10930503369305862,5,0.2808624235172889,1.1885794474110394,0.8328421927280693,0.2448120846710207
C622,micro,400227,384225,334270,669008,408038,415821,424349,359071,553320,462724,421837,428529,292850,256137,264369,448548,291278,308993,294914,270590,369683,301288,315083,331219,369232,354850,312682,632423,372350,384523,388174,330804,520577,425389,389517,394649,278939,220187,262165,422958,267689,281143,282801,235880,367540,259568,300343,327568,B,0.9265884355532225,0.9364021221099763,0.20688264382390173,0.16919123414637252,0.7117760436870738,1.0707146926252036,1.131018845761155,0.20688264382390173,4,0.28822390153228594,1.5258423630583309,0.7677535510970713,0.24956955528537073
C623,small,1943172,1855008,1294202,1880510,1717753,1988399,2177702,1765906,1866869,1695392,1549867,1846451,1536639,1261723,937852,1236760,1362202,1499582,1607724,1193347,1346536,1211278,1024590,1209493,1831356,1725269,1225730,1740725,1573768,1837531,1995595,1665903,1747544,1560491,1413981,1692141,1331331,1212412,879247,1205284,1160944,1431471,1526159,1171139,1217977,1074480,1001303,1044672,B,0.9271961363093699,0.924077793447978,0.12456290455899395,0.15449813491227107,0.7148677478129027,0.9502252244138839,0.7871030299875053,0.12456290455899395,7,0.2851322389750502,1.2108866264394278,0.8244946837126707,0.23593232471308054
C624,micro,401494,375568,431898,376749,437736,413245,435472,374449,370854,417539,363238,361761,296122,279988,339974,290639,341318,277532,324682,250548,277862,273594,258245,268342,377411,351720,398739,343046,415054,379363,408531,350193,347664,382832,331496,329818,269263,257509,297811,288644,312094,270775,311532,223563,244901,268366,227102,242805,B,0.9277025665740126,0.9239745018894197,0.07410706203360547,0.10440689848880033,0.7308495393805424,0.9010373728190887,0.9061876314909683,0.07410706203360547,5,0.2691504040752907,1.1035354389482528,0.8636965525741862,0.2400288403179578
C625,micro,212997,205390,206824,213690,246669,166204,210161,253680,197234,199767,251121,205427,140754,140815,143995,141466,190767,119987,137472,182330,134462,147165,197955,154004,195493,191839,195630,202481,229993,151589,196351,232178,187016,185844,229167,195112,135627,134876,127641,132493,167588,118146,125850,180051,117165,137838,176337,141361,B,0.9313118975666793,0.9256219514059848,0.11784914875471451,0.15963975680774892,0.7127501397341703,0.9644597601855417,1.0941351994600548,0.11784914875471451,8,0.2872497484591297,1.1848834873912293,0.8331284222063077,0.25545858497160945
C626,micro,374030,297404,410840,375504,362937,163214,342049,404777,209589,274726,282515,334810,249804,206015,313896,263499,245339,117134,224786,277610,155297,187282,194478,229499,349052,274369,376483,349750,335217,151362,320117,369814,197042,258035,265662,312956,216900,191246,279998,224146,224199,108479,216395,270448,148246,166273,185528,212947,B,0.9288862447633921,0.9174995186965289,0.24018044671517416,0.24405423384118635,0.6952934131267784,0.8951423812464743,0.9187165989471788,0.24018044671517416,3,0.3047065073651053,1.2864227199962426,0.7489928157017013,0.23276593357417488
C627,micro,206371,234286,191227,253278,209652,227373,266959,211263,200250,259646,203546,245707,158115,173624,150855,175533,141750,170994,181539,157252,150977,193224,162214,183568,189276,216196,176524,239828,198862,213502,252305,196536,185665,241912,186798,228985,137474,160250,130368,151141,126453,148213,170905,136519,130356,177643,140088,157297,B,0.9323989373912646,0.8835103230823471,0.11376402027321718,0.09325769923170457,0.7379967507615633,1.190607252921908,1.1609767512459208,0.11376402027321718,7,0.26200315254253553,1.182299105610583,0.8371602246250853,0.2616290184598374
C628,micro,112116,107021,104746,134072,109011,111759,115624,96210,78909,123424,127699,130143,73253,70818,74695,96846,79627,88309,77545,68083,55800,90707,97630,98952,104660,99842,97548,123330,103507,102311,108588,90882,72912,112783,121086,120359,69929,60712,63592,86914,78898,79712,71817,65120,54903,84933,94040,87798,B,0.931203330929702,0.9239950013627972,0.13745955356143047,0.16711799868884875,0.7198049356868191,1.1607873917425546,1.3508204330138969,0.13745955356143047,4,0.28019485687422035,1.1911035037246416,0.818669400607756,0.2822657903036423
C629,small,1672942,1734677,2195966,1855883,1878058,1704753,1510173,1775500,2020396,2228192,1641262,1587116,1230380,1208494,1686163,1356616,1293652,1138070,1026421,1318791,1505125,1720051,1076132,1128478,1532966,1610330,2020555,1716909,1736283,1588307,1423267,1638254,1909255,2095392,1541067,1457805,1061384,1070230,1535326,1155870,1264526,1034749,939401,1217734,1335347,1485136,1041494,966958,B,0.9296246837525369,0.8992745774211258,0.12626426980377325,0.17326282130166107,0.7194878238019514,0.9486975945982619,0.9171784999930915,0.12626426980377325,10,0.28051216333342033,1.2262510686809278,0.825405465374928,0.25024492181075847
C630,micro,220979,292168,260189,280043,227204,256566,301425,356199,234221,277203,165881,250151,154386,201863,181249,201049,163642,191752,202701,283342,153223,188662,109382,191934,202657,270124,243530,263305,215032,242892,280685,327245,221690,252459,156149,231532,147662,177945,175805,183611,149289,183285,172869,246763,143922,167056,100194,170846,B,0.9311616796846099,0.9082676430436514,0.18297902833181726,0.22295526450096267,0.7120505894987204,1.1320119467825143,1.2432070057712112,0.18297902833181726,8,0.2879493182757196,1.369018095725842,0.7871328716601945,0.22203208028623142
C631,micro,227185,200928,166551,146751,147995,147656,192553,154111,141636,164722,212006,203878,167885,155785,126005,99112,117340,115977,133137,102768,96676,110291,155949,161884,211217,184036,157039,134917,134743,138645,175373,144658,133258,151823,197144,185826,166132,150196,115221,89917,104425,114129,129643,90949,86204,95313,143604,161450,B,0.9253109727954598,0.9380182511250582,0.17099038835433233,0.20095661897939432,0.7325876127507868,0.8974100516757194,0.9642555067128885,0.17099038835433233,1,0.26741226027114307,1.294518635575402,0.7901951903259072,0.2756950234855924
C632,small,1158143,774491,887443,1154162,861080,1126721,790041,1198969,834702,1144871,843734,1043106,859825,575477,636061,773275,564313,863407,531469,861734,644886,789659,584170,777908,1087351,712817,819019,1051926,789383,1038221,737100,1117295,775772,1087065,791140,986939,817620,492389,605496,709397,546354,812794,525639,807091,579803,740944,513703,724160,B,0.9303204926471951,0.9306569084293133,0.16857036035279138,0.18161266342659899,0.7160745077010184,0.900671246408046,0.904728398536448,0.16857036035279138,8,0.2839254682730576,1.2174887283336533,0.7961185087445922,0.2565449961637282
C633,micro,138906,112285,101244,130602,138766,163653,118344,142843,136330,155744,151330,130914,106297,81354,73076,96360,108900,115142,90679,96041,104494,115656,105071,87999,129894,104671,92647,120730,126302,151720,109302,135270,126291,144620,142217,121868,98264,71319,64087,91028,94296,109485,82507,95883,99257,105918,97380,80433,B,0.9287897734738837,0.922771658556782,0.13354410735922048,0.13498978904041822,0.7286227120825239,0.9424651025506274,0.8278612956029276,0.13354410735922048,6,0.27137712050004875,1.2115257554006542,0.8193680046889873,0.2702026760668517
C634,small,716440,741643,891678,992913,1178566,920592,935326,919665,737937,828933,848867,737227,484834,586240,684513,741903,867117,719522,623107,612207,540785,586898,558380,577007,670566,701840,826912,934139,1096833,860776,862096,836941,696925,754376,793264,692793,451536,559113,593154,706191,775245,650027,554422,526967,537931,515829,486587,522270,B,0.9308764858077968,0.9072548902982428,0.1538081288759107,0.16584426839070818,0.7256141201729758,1.0290142523948238,1.190112099992781,0.1538081288759107,5,0.27438585356946954,1.3534048110262917,0.8067862086521236,0.2311077728187187
C635,small,1702255,1529900,995929,1594484,1635875,1775813,2085308,1640201,1251417,1164192,1850870,1447882,1180465,1152966,714622,1176300,1291319,1404522,1658098,1271557,826434,784991,1311174,1113999,1563814,1393467,935417,1462254,1530046,1681647,1941985,1515956,1162939,1098680,1727313,1375242,1035396,1116046,659069,1173542,1233040,1265582,1651292,1266013,717425,739601,1287193,1035333,B,0.9311686126568922,0.9490931697647353,0.1960729211485158,0.23499555471956207,0.7436196478485794,0.8505671297384177,0.9436951170131118,0.1960729211485158,7,0.25638033842224595,1.3400196614288669,0.778521606995958,0.23899078329020593
C636,micro,84416,85865,66236,75294,107783,86992,86441,89496,88245,83429,76324,78231,66171,60717,51390,59035,71999,68845,63691,64550,61774,59733,59745,60304,77395,79158,60315,69981,101908,79761,81513,83416,81644,77767,69742,73369,63816,54452,47648,54082,69935,67079,62710,55959,55835,54937,54469,58279,B,0.9278484701889067,0.9348181840059683,0.11983455708274926,0.08495785632307105,0.7414647009373959,0.9267327670966748,0.9113371214410929,0.11983455708274926,5,0.25853504277062866,1.2821744095674654,0.8285585261862428,0.2359192348565356
C637,micro,247119,333128,304036,271022,329276,344465,307561,304740,329617,335353,344714,318961,168259,229368,219796,183820,254567,253022,201350,211766,236840,257194,245004,251913,234302,310586,280846,247481,312078,316252,284432,289241,308859,316445,314396,290773,154304,200132,198940,156672,229872,223095,181854,184855,209745,236030,231256,246241,B,0.9298934851851145,0.9041973180719223,0.09472338107176832,0.13096318755564057,0.7196033837737587,1.2907170605373908,1.4971710448116011,0.09472338107176832,11,0.28039654185034296,1.097235219597283,0.8494323783189136,0.26499472677926106
